"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners","phylo_species"
"Ciconia boyciana","Aves","CICONIIFORMES","Ciconiidae","Ciconia","Ciconia boyciana","Ciconiiformes","Ciconiidae","Ciconia",4,3,3,1,4847.74,44.6,"Wetland",3,"3","Carnivore","Aquatic predator",475164.45,47.77,130.95,"否","食肉，食虫","4-5","SWP",25,4.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.68553931916292,3.81990771652034,3.25809653802148,1.70474809223843,1.38629436111989,"Ciconia_boyciana",2.30912365144304,0.904717104463244,1.08619730582572,0.358137395668069,-0.102010765173633,"Ciconia_boyciana"
"Ciconia ciconia","Aves","CICONIIFORMES","Ciconiidae","Ciconia","Ciconia ciconia","Ciconiiformes","Ciconiidae","Ciconia",4,3,0,0,3445.8,45.9,"Grassland",3,"3","Carnivore","Omnivore",5196114,44.94,24.63,"否","食肉，食虫","4","S",1,4,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",3.53729006666481,3.84801767545223,0.693147180559945,1.6094379124341,1.38629436111989,"Ciconia_ciconia",2.11547422705651,0.961362294405123,-1.48532737574557,0.0949613386844429,-0.102010765173633,"Ciconia_ciconia"
"Ciconia episcopus","Aves","CICONIIFORMES","Ciconiidae","Ciconia","Ciconia episcopus","Ciconiiformes","Ciconiidae","Ciconia",4,3,1,1,2061,38,"Wetland",3,"1","Carnivore","Aquatic predator",3858090.35,17.45,91.11,"否","NA","2-5","V",1,3.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",3.31407799177921,3.66356164612965,0.693147180559945,1.50407739677627,1.38629436111989,"Ciconia_episcopus",1.82390520333902,0.589659623397372,-1.48532737574557,-0.195966294958842,-0.102010765173633,"Ciconia_episcopus"
"Ciconia nigra","Aves","CICONIIFORMES","Ciconiidae","Ciconia","Ciconia nigra","Ciconiiformes","Ciconiidae","Ciconia",4,3,1,1,2926,43.1,"Woodland",2,"3","Carnivore","Aquatic predator",18362407.3,42.16,78.07,"否","食肉，食虫","4-5","SW",33,4.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Forest_primary",3.46627432178929,3.7864597824528,3.52636052461616,1.70474809223843,1.38629436111989,"Ciconia_nigra",2.02271046679606,0.837315206687092,1.35514899514393,0.358137395668069,-0.102010765173633,"Ciconia_nigra"
"Leptoptilos javanicus","Aves","CICONIIFORMES","Ciconiidae","Leptoptilos","Leptoptilos javanicus","Ciconiiformes","Ciconiidae","Leptoptilos",1,0,1,1,4650.99,35.2,"Wetland",3,"2","Carnivore","Omnivore",1287176.59,7.51,103.3,"否","食肉","2～4","P",5,3,"Non_endemic","Partial_migrant","Omnivore","Non_forest",3.6675454057447,3.58905911883173,1.79175946922805,1.38629436111989,0,"Leptoptilos_javanicus",2.28561924304177,0.43952742931748,-0.383898761738348,-0.521195719216021,-1.47201845540291,"Leptoptilos_javanicus"
"Mycteria leucocephala","Aves","CICONIIFORMES","Ciconiidae","Mycteria","Mycteria leucocephala","Ciconiiformes","Ciconiidae","Mycteria",1,0,1,1,3180,41.1,"Wetland",3,"2","Carnivore","Aquatic predator",1543399.32,17.9,78.8,"否","杂食","2～5","S",11,3.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",3.50242711998443,3.74004774068834,2.484906649788,1.50407739677627,0,"Mycteria_leucocephala",2.06993477614319,0.743788961141578,0.311025322273778,-0.195966294958842,-1.47201845540291,"Mycteria_leucocephala"
"Chalcophaps indica","Aves","COLUMBIFORMES","Columbidae","Chalcophaps","Chalcophaps indica","Columbiformes","Columbidae","Chalcophaps",1,0,4,1,136.54,28.7,"Forest",1,"1","Herbivore","Omnivore",4704607.55,11.66,104.11,"否","食果实，食种子","2","R",10,2,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.13525989851566,3.39114704580865,2.39789527279837,1.09861228866811,0,"Chalcophaps_indica",0.284083306295474,0.0407090960945358,0.223790889026419,-1.31556032589471,-1.47201845540291,"Chalcophaps_indica"
"Columba livia","Aves","COLUMBIFORMES","Columbidae","Columba","Columba livia","Columbiformes","Columbidae","Columba",11,10,0,0,354.2,45.1,"Human Modified",3,"1","Herbivore","Granivore",17464191.46,33.52,51.08,"否","食种子","2","R",6,2,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.54924855685406,3.8308129500026,1.94591014905531,1.09861228866811,2.39789527279837,"Columba_livia",0.824852747212615,0.926692555350951,-0.229352912049878,-1.31556032589471,0.897705505274796,"Columba_livia"
"Columba oenas","Aves","COLUMBIFORMES","Columbidae","Columba","Columba oenas","Columbiformes","Columbidae","Columba",11,10,2,1,290.79,42.5,"Woodland",3,"1","Herbivore","Omnivore",9272521.23,50.84,35.32,"否","食茎叶，食果实，食种子","2","R",2,2,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.46357946745697,3.77276093809464,1.09861228866811,1.09861228866811,2.39789527279837,"Columba_oenas",0.712948170495262,0.809710269855544,-1.07882284575047,-1.31556032589471,0.897705505274796,"Columba_oenas"
"Columba palumbus","Aves","COLUMBIFORMES","Columbidae","Columba","Columba palumbus","Columbiformes","Columbidae","Columba",11,10,0,0,490,41.2,"Woodland",2,"1","Herbivore","Omnivore",11947217.36,50.34,32.15,"否","食果实，食种子，食茎叶","2","R",1,2,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.69019608002851,3.74242022104197,0.693147180559945,1.09861228866811,2.39789527279837,"Columba_palumbus",1.00896434488688,0.748569814809504,-1.48532737574557,-1.31556032589471,0.897705505274796,"Columba_palumbus"
"Columba pulchricollis","Aves","COLUMBIFORMES","Columbidae","Columba","Columba pulchricollis","Columbiformes","Columbidae","Columba",11,10,0,0,330,38,"Forest",3,"1","Herbivore","Frugivore",565151.19,25.51,96.29,"否","食果实，食种子","1","R",3,1,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.51851393987789,3.66356164612965,1.38629436111989,0.693147180559945,2.39789527279837,"Columba_pulchricollis",0.784705894625607,0.589659623397372,-0.79040329173344,-2.43515435683057,0.897705505274796,"Columba_pulchricollis"
"Columba rupestris","Aves","COLUMBIFORMES","Columbidae","Columba","Columba rupestris","Columbiformes","Columbidae","Columba",11,10,0,0,245.41,48.6,"Rock",3,"1","Herbivore","Granivore",11847809.42,44.45,101.9,"否","食种子，食果实","2","RS",21,2,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.38989225544206,3.90399083373088,3.09104245335832,1.09861228866811,2.39789527279837,"Columba_rupestris",0.616694827217747,1.07415542192348,0.918714973038544,-1.31556032589471,0.897705505274796,"Columba_rupestris"
"Ducula aenea","Aves","COLUMBIFORMES","Columbidae","Ducula","Ducula aenea","Columbiformes","Columbidae","Ducula",2,1,0,0,545,31.1,"Forest",1,"1","Herbivore","Frugivore",5136924.07,12.16,102.13,"否","食果实","1-2","R",3,1.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.73639650227664,3.46885603013597,1.38629436111989,0.916290731874155,0.693147180559945,"Ducula_aenea",1.0693132844195,0.197302714323452,-0.79040329173344,-1.81899729893011,-0.787014610288271,"Ducula_aenea"
"Macropygia tenuirostris","Aves","COLUMBIFORMES","Columbidae","Macropygia","Macropygia tenuirostris","Columbiformes","Columbidae","Macropygia",3,2,0,0,177,33.2,"Forest",1,"1","Herbivore","Frugivore",282345.03,11.79,122.86,"否","食果实，食种子","3-4","R",1,3.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.24797326636181,3.53222564406856,0.693147180559945,1.50407739677627,1.09861228866811,"Macropygia_tenuirostris",0.431314259816494,0.32500065320882,-1.48532737574557,-0.195966294958842,-0.386313048046404,"Macropygia_tenuirostris"
"Streptopelia decaocto","Aves","COLUMBIFORMES","Columbidae","Streptopelia","Streptopelia decaocto","Columbiformes","Columbidae","Streptopelia",4,3,1,1,148.96,35.4,"Human Modified",3,"1","Herbivore","Omnivore",19265912.02,40.2,54.01,"否","杂食性","2","RV",20,2,"Non_endemic","Resident_low","Omnivore","Non_forest",2.17306966363727,3.5945687746427,3.04452243772342,1.09861228866811,1.38629436111989,"Streptopelia_decaocto",0.333472015706223,0.450630095838015,0.87207570195734,-1.31556032589471,-0.102010765173633,"Streptopelia_decaocto"
"Streptopelia orientalis","Aves","COLUMBIFORMES","Columbidae","Streptopelia","Streptopelia orientalis","Columbiformes","Columbidae","Streptopelia",4,3,0,0,232.94,32.8,"Woodland",3,"3","Herbivore","Omnivore",16926350.97,43.17,102.09,"否","杂食性","2","RS",34,2,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",2.36724407113523,3.52046080248897,3.55534806148941,1.09861228866811,1.38629436111989,"Streptopelia_orientalis",0.587110813939331,0.301292981222302,1.38421084243174,-1.31556032589471,-0.102010765173633,"Streptopelia_orientalis"
"Streptopelia tranquebarica","Aves","COLUMBIFORMES","Columbidae","Streptopelia","Streptopelia tranquebarica","Columbiformes","Columbidae","Streptopelia",4,3,0,0,103,39.6,"Woodland",2,"1","Herbivore","Granivore",9407303.38,26.15,97.93,"否","杂食性","2","RS",33,2,"Non_endemic","Resident_low","Plant_seed","Forest_primary",2.01283722470517,3.70376806660769,3.52636052461616,1.09861228866811,1.38629436111989,"Streptopelia_tranquebarica",0.124169647941182,0.670680742296186,1.35514899514393,-1.31556032589471,-0.102010765173633,"Streptopelia_tranquebarica"
"Streptopelia turtur","Aves","COLUMBIFORMES","Columbidae","Streptopelia","Streptopelia turtur","Columbiformes","Columbidae","Streptopelia",4,3,0,0,132,43.5,"Woodland",2,"3","Herbivore","Granivore",17578320.62,45.44,42.42,"否","食果实，食种子","2","R",5,2,"Non_endemic","Long_distance_migrant","Plant_seed","Forest_primary",2.12057393120585,3.7954891891722,1.79175946922805,1.09861228866811,1.38629436111989,"Streptopelia_turtur",0.264899876577067,0.855510624898901,-0.383898761738348,-1.31556032589471,-0.102010765173633,"Streptopelia_turtur"
"Treron sieboldii","Aves","COLUMBIFORMES","Columbidae","Treron","Treron sieboldii","Columbiformes","Columbidae","Treron",9,8,3,1,245,37.6,"Forest",2,"2","Herbivore","Frugivore",2159328.24,28.01,116.78,"否","食果实，食种子","2","RP",13,2,"Non_endemic","Partial_migrant","Fruit_nectar","Forest_primary",2.38916608436453,3.65325227647079,2.63905732961526,1.09861228866811,2.19722457733622,"Treron_sieboldii",0.615746271938039,0.568884914906259,0.465571171962248,-1.31556032589471,0.6993923593101,"Treron_sieboldii"
"Alcedo atthis","Aves","CORACIIFORMES","Alcedinidae","Alcedo","Alcedo atthis","Coraciiformes","Alcedinidae","Alcedo",3,2,0,0,31.09,26.9,"Riverine",2,"1","Carnivore","Aquatic predator",24992154.31,39.55,74.25,"否","食肉","5-7","RS",34,6,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.49262072204319,3.32862668882732,3.55534806148941,1.94591014905531,1.09861228866811,"Alcedo_atthis",-0.555359082216539,-0.0852774805853636,1.38421084243174,1.02404820747675,-0.386313048046404,"Alcedo_atthis"
"Alcedo hercules","Aves","CORACIIFORMES","Alcedinidae","Alcedo","Alcedo hercules","Coraciiformes","Alcedinidae","Alcedo",3,2,1,1,62.5,26,"Riverine",2,"1","Carnivore","Aquatic predator",698178.98,22.73,100.19,"否","食虫，食肉","4-6","R",6,5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.79588001734408,3.29583686600433,1.94591014905531,1.79175946922805,1.09861228866811,"Alcedo_hercules",-0.159229004085906,-0.151353199389119,-0.229352912049878,0.598398311719844,-0.386313048046404,"Alcedo_hercules"
"Alcedo meninting","Aves","CORACIIFORMES","Alcedinidae","Alcedo","Alcedo meninting","Coraciiformes","Alcedinidae","Alcedo",3,2,0,0,20.42,25.2,"Riverine",2,"1","Carnivore","Aquatic predator",3655192.84,10.45,101.99,"否","食肉，食虫","5-8","R",1,6.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.31005573775089,3.26575941076705,0.693147180559945,2.01490302054226,1.09861228866811,"Alcedo_meninting",-0.793833162359321,-0.211963147949057,-1.48532737574557,1.21455536962031,-0.386313048046404,"Alcedo_meninting"
"Ceryle rudis","Aves","CORACIIFORMES","Alcedinidae","Ceryle","Ceryle rudis","Coraciiformes","Alcedinidae","Ceryle",1,0,3,1,84.37,34.5,"Wetland",3,"1","Carnivore","Aquatic predator",23875911.23,7.17,44.36,"否","食肉，食虫","4-5","RS",16,4.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.92618804910721,3.56953269648137,2.83321334405622,1.70474809223843,0,"Ceryle_rudis",0.0109848413039388,0.400179171797747,0.660224911131802,0.358137395668069,-1.47201845540291,"Ceryle_rudis"
"Ceyx erithaca","Aves","CORACIIFORMES","Alcedinidae","Ceyx","Ceyx erithaca","Coraciiformes","Alcedinidae","Ceyx",1,0,0,0,17.79,13.7,"Forest",1,"1","Carnivore","Invertivore",3196823.57,8.98,102.67,"否","食肉","4-7","RV",4,5.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.25017594808392,2.68784749378469,1.6094379124341,1.87180217690159,0,"Ceyx_erithaca",-0.872050668390544,-1.37653013954291,-0.566687705276071,0.819416929448424,-1.47201845540291,"Ceyx_erithaca"
"Halcyon coromanda","Aves","CORACIIFORMES","Alcedinidae","Halcyon","Halcyon coromanda","Coraciiformes","Alcedinidae","Halcyon",3,2,1,1,77.5,22.4,"Forest",1,"3","Carnivore","Omnivore",2736822.53,14.22,113.04,"否","食肉，食虫","4-6","RSWP",15,5,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",1.88930170250631,3.15273602236366,2.77258872223978,1.79175946922805,1.09861228866811,"Halcyon_coromanda",-0.0371976599000856,-0.43971984156419,0.599444876290812,0.598398311719844,-0.386313048046404,"Halcyon_coromanda"
"Pelargopsis capensis","Aves","CORACIIFORMES","Alcedinidae","Pelargopsis","Pelargopsis capensis","Coraciiformes","Alcedinidae","Pelargopsis",1,0,0,0,178.68,20.1,"Riverine",2,"2","Carnivore","Aquatic predator",5091973.15,13.61,97.66,"否","食肉，食虫","4-5","R",1,4.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.2520759437998,3.04927304048202,0.693147180559945,1.70474809223843,0,"Pelargopsis_capensis",0.436673350071073,-0.648211083932709,-1.48532737574557,0.358137395668069,-1.47201845540291,"Pelargopsis_capensis"
"Todiramphus chloris","Aves","CORACIIFORMES","Alcedinidae","Todiramphus","Todiramphus chloris","Coraciiformes","Alcedinidae","Todiramphus",1,0,1,1,66.09,23.8,"Woodland",2,"1","Carnivore","Invertivore",3828153.1,0.66,114.99,"否","食肉，食虫","3-5","V",4,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.82013575187043,3.21084365317094,1.6094379124341,1.6094379124341,0,"Todiramphus_chloris",-0.127545140930096,-0.322625476818728,-0.566687705276071,0.0949613386844429,-1.47201845540291,"Todiramphus_chloris"
"Coracias garrulus","Aves","CORACIIFORMES","Coraciidae","Coracias","Coracias garrulus","Coraciiformes","Coraciidae","Coracias",2,1,1,1,146,37.5,"Woodland",2,"3","Carnivore","Invertivore",9539437.58,43.92,43.17,"否","食虫，食肉","4-6","S",2,5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",2.16435285578444,3.65065824129374,1.09861228866811,1.79175946922805,0.693147180559945,"Coracias_garrulus",0.322085753753839,0.56365759971609,-1.07882284575047,0.598398311719844,-0.787014610288271,"Coracias_garrulus"
"Eurystomus orientalis","Aves","CORACIIFORMES","Coraciidae","Eurystomus","Eurystomus orientalis","Coraciiformes","Coraciidae","Eurystomus",1,0,0,0,143.02,36.9,"Woodland",2,"3","Carnivore","Invertivore",12922409.59,14.36,121.24,"否","食虫","3-4","SWP",31,3.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",2.15539677370485,3.63495111208838,3.46573590279973,1.50407739677627,0,"Eurystomus_orientalis",0.31038694171772,0.532005710098078,1.29436896030294,-0.195966294958842,-1.47201845540291,"Eurystomus_orientalis"
"Merops apiaster","Aves","CORACIIFORMES","Meropidae","Merops","Merops apiaster","Coraciiformes","Meropidae","Merops",7,6,0,0,56.6,45.5,"Woodland",2,"3","Carnivore","Invertivore",11028502.02,40.17,44.58,"否","食虫","5-6","S",1,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.75281643118827,3.83945231259331,0.693147180559945,1.87180217690159,1.94591014905531,"Merops_apiaster",-0.215480476053348,0.944101984376198,-1.48532737574557,0.819416929448424,0.451030460808055,"Merops_apiaster"
"Merops orientalis","Aves","CORACIIFORMES","Meropidae","Merops","Merops orientalis","Coraciiformes","Meropidae","Merops",7,6,0,0,14.8,35.4,"Shrubland",2,"1","Carnivore","Invertivore",5717891,21.74,84.59,"否","食虫","4-7","S",2,5.5,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.17026171539496,3.5945687746427,1.09861228866811,1.87180217690159,1.94591014905531,"Merops_orientalis",-0.976438008628283,0.450630095838015,-1.07882284575047,0.819416929448424,0.451030460808055,"Merops_orientalis"
"Merops ornatus","Aves","CORACIIFORMES","Meropidae","Merops","Merops ornatus","Coraciiformes","Meropidae","Merops",7,6,0,0,29.5,38,"Woodland",3,"3","Carnivore","Invertivore",6451756.43,-25.32,135.56,"否","食虫","4-5","V",1,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.46982201597816,3.66356164612965,0.693147180559945,1.70474809223843,1.94591014905531,"Merops_ornatus",-0.585139713362096,0.589659623397372,-1.48532737574557,0.358137395668069,0.451030460808055,"Merops_ornatus"
"Merops persicus","Aves","CORACIIFORMES","Meropidae","Merops","Merops persicus","Coraciiformes","Meropidae","Merops",7,6,0,0,49.3,52,"Desert",3,"3","Carnivore","Invertivore",3658429.52,34.61,52.22,"否","食虫","4-7","V",1,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.69284691927723,3.97029191355212,0.693147180559945,1.87180217690159,1.94591014905531,"Merops_persicus",-0.293815181062825,1.20776064236957,-1.48532737574557,0.819416929448424,0.451030460808055,"Merops_persicus"
"Merops philippinus","Aves","CORACIIFORMES","Meropidae","Merops","Merops philippinus","Coraciiformes","Meropidae","Merops",7,6,1,1,34,20.3,"Wetland",2,"3","Carnivore","Invertivore",4254463.63,18.69,100.21,"否","食虫","4-7","S",8,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.53147891704226,3.05870707271538,2.19722457733622,1.87180217690159,1.94591014905531,"Merops_philippinus",-0.504600869493918,-0.629200293163815,0.0226057682567446,0.819416929448424,0.451030460808055,"Merops_philippinus"
"Merops viridis","Aves","CORACIIFORMES","Meropidae","Merops","Merops viridis","Coraciiformes","Meropidae","Merops",7,6,0,0,34.8,19.8,"Woodland",2,"1","Carnivore","Invertivore",3204518.18,11.3,108.76,"否","食虫","4","RS",11,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.54157924394658,3.03495298670727,2.484906649788,1.6094379124341,1.94591014905531,"Merops_viridis",-0.491407396621847,-0.677067837797554,0.311025322273778,0.0949613386844429,0.451030460808055,"Merops_viridis"
"Cacomantis merulinus","Aves","CUCULIFORMES","Cuculidae","Cacomantis","Cacomantis merulinus","Cuculiformes","Cuculidae","Cacomantis",2,1,1,1,25.3,32.5,"Woodland",2,"1","Carnivore","Invertivore",5031778.72,13.43,105.48,"否","食虫","1","RSV",15,1,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.40312052117582,3.51154543883102,2.77258872223978,0.693147180559945,0.693147180559945,"Cacomantis_merulinus",-0.672268018271158,0.283327374476692,0.599444876290812,-2.43515435683057,-0.787014610288271,"Cacomantis_merulinus"
"Cacomantis sonneratii","Aves","CUCULIFORMES","Cuculidae","Cacomantis","Cacomantis sonneratii","Cuculiformes","Cuculidae","Cacomantis",2,1,0,0,33.8,33.3,"Forest",1,"1","Carnivore","Invertivore",4946192.25,13.43,96.57,"否","食虫","1","S",3,1,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.52891670027765,3.53514535417189,1.38629436111989,0.693147180559945,0.693147180559945,"Cacomantis_sonneratii",-0.507947745065009,0.330884245347084,-0.79040329173344,-2.43515435683057,-0.787014610288271,"Cacomantis_sonneratii"
